T,Alt,Veloc,AccelG,AccelFPSS,VAccel,AltAccel,Filt_Alt,FVeloc,FAccelG,FAccelFPSS,FAccelVel,FAccelAlt,LDA,MaxV,MaxA,BO#1,LowV,Apogee,N-O,CH2,CH5
9.65,4918,360,-1.3,-43.09,387.8,5131,4845.39,363.03,-1.4,-44.48,397,5054,0,0,0,0,0,0,0,0,0
9.7,4934,320,-1.4,-44.04,385.6,5150,4863.12,354.42,-1.4,-44.39,394.8,5074,0,0,0,0,0,0,0,0,0
9.75,4952,360,-1.4,-44.04,383.4,5170,4880.89,355.54,-1.4,-44.32,392.5,5094,0,0,0,0,0,0,0,0,0
9.8,4968,320,-1.3,-42.62,381.3,5189,4898.31,348.43,-1.4,-43.98,390.3,5113,0,0,0,0,0,0,0,0,0
9.85,4989,420,-1.3,-43.09,379.1,5208,4916.45,362.74,-1.4,-43.8,388.2,5133,0,0,0,0,0,0,0,0,0
9.9,5003,280,-1.3,-42.62,377,5227,4933.76,346.19,-1.4,-43.57,386,5152,0,0,0,0,0,0,0,0,0
9.95,5019,320,-1.3,-43.09,374.8,5245,4950.81,340.96,-1.4,-43.47,383.8,5171,0,0,0,0,0,0,0,0,0
10,5037,360,-1.3,-42.14,372.7,5264,4968.05,344.77,-1.3,-43.21,381.6,5190,0,0,0,0,0,0,0,0,0
10.05,5056,380,-1.4,-43.56,370.5,5283,4985.64,351.82,-1.3,-43.28,379.5,5209,0,0,0,0,0,0,0,0,0
10.1,5074,360,-1.3,-41.67,368.5,5301,5003.31,353.45,-1.3,-42.96,377.3,5228,0,0,0,0,0,0,0,0,0
10.15,5092,360,-1.3,-40.25,366.4,5320,5021.05,354.76,-1.3,-42.41,375.2,5247,0,0,0,0,0,0,0,0,0
10.2,5106,280,-1.3,-41.67,364.4,5338,5038.04,339.8,-1.3,-42.27,373.1,5266,0,0,0,0,0,0,0,0,0
10.25,5122,320,-1.3,-41.67,362.3,5356,5054.83,335.85,-1.3,-42.15,371,5285,0,0,0,0,0,0,0,0,0
10.3,5139,340,-1.3,-41.2,360.2,5374,5071.66,336.68,-1.3,-41.96,368.9,5303,0,0,0,0,0,0,0,0,0
10.35,5154,300,-1.3,-41.67,358.1,5392,5088.13,329.35,-1.3,-41.9,366.8,5321,0,0,0,0,0,0,0,0,0
10.4,5170,320,-1.3,-40.72,356.1,5410,5104.51,327.47,-1.3,-41.66,364.7,5340,0,0,0,0,0,0,0,0,0
10.45,5187,340,-1.3,-40.25,354.1,5428,5121,329.98,-1.3,-41.38,362.6,5358,0,0,0,0,0,0,0,0,0
10.5,5199,240,-1.3,-40.25,352.1,5445,5136.6,311.98,-1.3,-41.16,360.6,5376,0,0,0,0,0,0,0,0,0
10.55,5217,360,-1.3,-40.25,350.1,5463,5152.68,321.58,-1.3,-40.97,358.5,5394,0,0,0,0,0,0,0,0,0
10.6,5233,320,-1.3,-40.72,348,5480,5168.75,321.27,-1.3,-40.92,356.5,5412,0,0,0,0,0,0,0,0,0
10.65,5244,220,-1.3,-40.72,346,5498,5183.8,301.02,-1.3,-40.88,354.4,5430,0,0,0,0,0,0,0,0,0
10.7,5261,340,-1.3,-40.25,344,5515,5199.24,308.81,-1.3,-40.76,352.4,5447,0,0,0,0,0,0,0,0,0
10.75,5275,280,-1.3,-40.72,341.9,5532,5214.39,303.05,-1.3,-40.75,350.4,5465,0,0,0,0,0,0,0,0,0
10.8,5292,340,-1.3,-40.72,339.9,5549,5229.91,310.44,-1.3,-40.75,348.3,5482,0,0,0,0,0,0,0,0,0
10.85,5308,320,-1.2,-38.83,338,5566,5245.53,312.35,-1.3,-40.36,346.3,5500,0,0,0,0,0,0,0,0,0
10.9,5323,300,-1.3,-40.25,335.9,5583,5261.02,309.88,-1.3,-40.34,344.3,5517,0,0,0,0,0,0,0,0,0
10.95,5338,300,-1.2,-39.78,334,5600,5276.42,307.91,-1.2,-40.23,342.3,5534,0,0,0,0,0,0,0,0,0
11,5353,300,-1.2,-39.3,332,5616,5291.74,306.33,-1.2,-40.04,340.3,5551,0,0,0,0,0,0,0,0,0
11.05,5369,320,-1.2,-38.83,330,5633,5307.19,309.06,-1.2,-39.8,338.3,5568,0,0,0,0,0,0,0,0,0
11.1,5385,320,-1.2,-37.88,328.2,5649,5322.75,311.25,-1.2,-39.42,336.3,5585,0,0,0,0,0,0,0,0,0
11.15,5397,240,-1.3,-40.25,326.1,5666,5337.6,296.99,-1.2,-39.58,334.3,5602,0,0,0,0,0,0,0,0,0
11.2,5411,280,-1.2,-39.3,324.2,5682,5352.28,293.59,-1.2,-39.53,332.4,5618,0,0,0,0,0,0,0,0,0
11.25,5427,320,-1.2,-38.36,322.3,5698,5367.22,298.88,-1.2,-39.29,330.4,5635,0,0,0,0,0,0,0,0,0
11.3,5442,300,-1.2,-38.36,320.3,5714,5382.18,299.1,-1.2,-39.11,328.4,5651,0,0,0,0,0,0,0,0,0
11.35,5454,240,-1.2,-37.88,318.4,5730,5396.54,287.29,-1.2,-38.86,326.5,5668,0,0,0,0,0,0,0,0,0
11.4,5470,320,-1.2,-38.36,316.5,5746,5411.23,293.83,-1.2,-38.76,324.6,5684,0,0,0,0,0,0,0,0,0
11.45,5485,300,-1.2,-37.41,314.7,5762,5425.99,295.06,-1.2,-38.49,322.6,5700,0,0,0,0,0,0,0,0,0
11.5,5493,160,-1.1,-36.94,312.8,5777,5439.39,268.05,-1.2,-38.18,320.7,5716,0,0,0,0,0,0,0,0,0
11.55,5513,400,-1.2,-37.88,310.9,5793,5454.11,294.44,-1.2,-38.12,318.8,5732,0,0,0,0,0,0,0,0,0
11.6,5523,200,-1.2,-37.88,309,5809,5467.89,275.55,-1.2,-38.07,316.9,5748,0,0,0,0,0,0,0,0,0
11.65,5536,260,-1.2,-37.88,307.1,5824,5481.51,272.44,-1.2,-38.03,315,5764,0,0,0,0,0,0,0,0,0
11.7,5555,380,-1.2,-37.88,305.2,5839,5496.21,293.96,-1.2,-38,313.1,5780,0,0,0,0,0,0,0,0,0
11.75,5565,200,-1.1,-36.94,303.4,5854,5509.97,275.17,-1.2,-37.79,311.2,5795,0,0,0,0,0,0,0,0,0
11.8,5580,300,-1.2,-37.41,301.5,5870,5523.97,280.13,-1.2,-37.71,309.3,5811,0,0,0,0,0,0,0,0,0
11.85,5593,260,-1.1,-36.94,299.7,5885,5537.78,276.1,-1.2,-37.56,307.5,5826,0,0,0,0,0,0,0,0,0
11.9,5604,220,-1.2,-37.41,297.8,5900,5551.02,264.88,-1.2,-37.53,305.6,5842,0,0,0,0,0,0,0,0,0
11.95,5616,240,-1.1,-35.99,296,5914,5564.02,259.9,-1.2,-37.22,303.7,5857,0,0,0,0,0,0,0,0,0
12,5633,340,-1.1,-36.46,294.2,5929,5577.81,275.93,-1.2,-37.07,301.9,5872,0,0,0,0,0,0,0,0,0
12.05,5645,240,-1.1,-36.46,292.4,5944,5591.25,268.74,-1.1,-36.95,300,5887,0,0,0,0,0,0,0,0,0
12.1,5657,240,-1.1,-35.51,290.6,5958,5604.4,262.99,-1.1,-36.66,298.2,5902,0,0,0,0,0,0,0,0,0
12.15,5734,1540,-1.2,-37.41,288.7,5973,5630.32,518.4,-1.1,-36.81,296.4,5917,0,0,0,0,0,0,0,0,0
12.2,5746,240,-1.1,-35.99,286.9,5987,5653.46,462.71,-1.1,-36.65,294.5,5932,0,0,0,0,0,0,0,0,0
12.25,5699,-940,-1.1,-36.94,285.1,6002,5662.57,182.17,-1.1,-36.7,292.7,5946,0,0,0,0,0,0,0,0,0
12.3,5773,1480,-1.1,-35.99,283.3,6016,5684.65,441.74,-1.1,-36.56,290.9,5961,0,0,0,0,0,0,0,0,0
12.35,5787,280,-1.1,-36.46,281.4,6030,5705.12,409.39,-1.1,-36.54,289,5975,0,0,0,0,0,0,0,0,0
12.4,5798,220,-1.1,-35.51,279.7,6044,5723.7,371.51,-1.1,-36.34,287.2,5990,0,0,0,0,0,0,0,0,0
12.45,5811,260,-1.1,-35.04,277.9,6058,5741.16,349.21,-1.1,-36.08,285.4,6004,0,0,0,0,0,0,0,0,0
12.5,5824,260,-1.1,-35.51,276.1,6072,5757.73,331.37,-1.1,-35.96,283.6,6018,0,0,0,0,0,0,0,0,0
12.55,5835,220,-1.1,-35.04,274.4,6085,5773.18,309.09,-1.1,-35.78,281.8,6032,0,0,0,0,0,0,0,0,0
12.6,5848,260,-1.1,-35.51,272.6,6099,5788.15,299.28,-1.1,-35.73,280,6047,0,0,0,0,0,0,0,0,0
12.65,5859,220,-1.1,-35.51,270.8,6113,5802.32,283.42,-1.1,-35.68,278.3,6060,0,0,0,0,0,0,0,0,0
12.7,5872,260,-1.1,-35.51,269.1,6126,5816.25,278.74,-1.1,-35.65,276.5,6074,0,0,0,0,0,0,0,0,0
12.75,5883,220,-1.1,-35.04,267.3,6140,5829.6,266.99,-1.1,-35.53,274.7,6088,0,0,0,0,0,0,0,0,0
12.8,5895,240,-1.1,-34.09,265.6,6153,5842.68,261.59,-1.1,-35.24,272.9,6102,0,0,0,0,0,0,0,0,0
12.85,5907,240,-1.1,-35.04,263.9,6166,5855.55,257.28,-1.1,-35.2,271.2,6115,0,0,0,0,0,0,0,0,0
12.9,5919,240,-1.1,-34.57,262.1,6179,5868.24,253.82,-1.1,-35.07,269.4,6129,0,0,0,0,0,0,0,0,0
12.95,5932,260,-1.1,-34.57,260.4,6192,5880.99,255.05,-1.1,-34.97,267.7,6142,0,0,0,0,0,0,0,0,0
13,5943,220,-1.1,-34.57,258.7,6205,5893.39,248.05,-1.1,-34.89,265.9,6156,0,0,0,0,0,0,0,0,0
13.05,5952,180,-1.1,-34.57,256.9,6218,5905.11,234.43,-1.1,-34.83,264.2,6169,0,0,0,0,0,0,0,0,0
13.1,5962,200,-1.1,-34.57,255.2,6231,5916.49,227.55,-1.1,-34.78,262.4,6182,0,0,0,0,0,0,0,0,0
13.15,5969,140,-1.1,-34.57,253.5,6244,5926.99,210.04,-1.1,-34.73,260.7,6195,0,0,0,0,0,0,0,0,0
13.2,5984,300,-1,-33.62,251.8,6256,5938.39,228.03,-1.1,-34.51,259,6208,0,0,0,0,0,0,0,0,0
13.25,5996,240,-1.1,-34.09,250.1,6269,5949.92,230.42,-1.1,-34.43,257.3,6221,0,0,0,0,0,0,0,0,0
13.3,6005,180,-1.1,-34.09,248.4,6281,5960.93,220.34,-1.1,-34.36,255.5,6234,0,0,0,0,0,0,0,0,0
13.35,6018,260,-1.1,-34.09,246.7,6294,5972.35,228.27,-1.1,-34.31,253.8,6247,0,0,0,0,0,0,0,0,0
13.4,6026,160,-1,-33.15,245,6306,5983.08,214.62,-1.1,-34.08,252.1,6259,0,0,0,0,0,0,0,0,0
13.45,6039,260,-1,-33.62,243.3,6318,5994.26,223.69,-1.1,-33.98,250.4,6272,0,0,0,0,0,0,0,0,0
13.5,6047,160,-1,-33.62,241.7,6330,6004.81,210.96,-1.1,-33.91,248.7,6284,0,0,0,0,0,0,0,0,0
13.55,6059,240,-1,-32.67,240,6342,6015.65,216.77,-1,-33.66,247,6297,0,0,0,0,0,0,0,0,0
13.6,6065,120,-1,-33.15,238.4,6354,6025.52,197.41,-1,-33.56,245.4,6309,0,0,0,0,0,0,0,0,0
13.65,6078,260,-1,-33.15,236.7,6366,6036.01,209.93,-1,-33.48,243.7,6321,0,0,0,0,0,0,0,0,0
13.7,6089,220,-1,-32.67,235.1,6378,6046.61,211.94,-1,-33.32,242,6333,0,0,0,0,0,0,0,0,0
13.75,6098,180,-1,-33.62,233.4,6390,6056.89,205.56,-1,-33.38,240.4,6345,0,0,0,0,0,0,0,0,0
13.8,6108,200,-1,-33.15,231.7,6401,6067.11,204.44,-1,-33.33,238.7,6357,0,0,0,0,0,0,0,0,0
13.85,6117,180,-1,-33.15,230.1,6413,6077.09,199.55,-1,-33.29,237,6369,0,0,0,0,0,0,0,0,0
13.9,6129,240,-1,-33.15,228.4,6424,6087.47,207.65,-1,-33.27,235.4,6381,0,0,0,0,0,0,0,0,0
13.95,6138,180,-1,-32.2,226.8,6436,6097.58,202.11,-1,-33.05,233.7,6393,0,0,0,0,0,0,0,0,0
14,6146,160,-1,-32.2,225.2,6447,6107.26,193.69,-1,-32.88,232.1,6405,0,0,0,0,0,0,0,0,0
14.05,6157,220,-1,-32.2,223.6,6458,6117.21,198.96,-1,-32.75,230.4,6416,0,0,0,0,0,0,0,0,0
14.1,6166,180,-1,-31.73,222,6469,6126.97,195.17,-1,-32.54,228.8,6428,0,0,0,0,0,0,0,0,0
14.15,6175,180,-1,-32.2,220.4,6481,6136.57,192.13,-1,-32.47,227.2,6439,0,0,0,0,0,0,0,0,0
14.2,6184,180,-1,-32.67,218.8,6492,6146.06,189.71,-1,-32.51,225.6,6450,0,0,0,0,0,0,0,0,0
14.25,6196,240,-1,-31.73,217.2,6502,6156.05,199.77,-1,-32.36,223.9,6462,0,0,0,0,0,0,0,0,0
14.3,6202,120,-1,-32.2,215.6,6513,6165.24,183.81,-1,-32.32,222.3,6473,0,0,0,0,0,0,0,0,0
14.35,6211,180,-1,-31.25,214,6524,6174.39,183.05,-1,-32.11,220.7,6484,0,0,0,0,0,0,0,0,0
14.4,6218,140,-1,-32.67,212.4,6535,6183.11,174.43,-1,-32.22,219.1,6495,0,0,0,0,0,0,0,0,0
14.45,6230,240,-1,-31.73,210.8,6545,6192.49,187.55,-1,-32.12,217.5,6506,0,0,0,0,0,0,0,0,0
14.5,6238,160,-1,-31.73,209.2,6556,6201.59,182.04,-1,-32.04,215.9,6517,0,0,0,0,0,0,0,0,0
14.55,6248,200,-1,-31.73,207.6,6566,6210.87,185.63,-1,-31.98,214.3,6527,0,0,0,0,0,0,0,0,0
14.6,6254,120,-1,-32.2,206,6576,6219.5,172.51,-1,-32.02,212.7,6538,0,0,0,0,0,0,0,0,0
14.65,6263,180,-1,-31.25,204.4,6587,6228.2,174,-1,-31.87,211.1,6549,0,0,0,0,0,0,0,0,0
14.7,6274,220,-1,-31.25,202.9,6597,6237.36,183.2,-1,-31.75,209.5,6559,0,0,0,0,0,0,0,0,0
14.75,6279,100,-1,-31.25,201.3,6607,6245.69,166.56,-1,-31.65,207.9,6569,0,0,0,0,0,0,0,0,0
14.8,6291,240,-1,-30.78,199.8,6617,6254.75,181.25,-1,-31.47,206.4,6580,0,0,0,0,0,0,0,0,0
14.85,6299,160,-1,-31.73,198.2,6627,6263.6,177,-1,-31.52,204.8,6590,0,0,0,0,0,0,0,0,0
14.9,6309,200,-1,-31.25,196.6,6637,6272.68,181.6,-1,-31.47,203.2,6600,0,0,0,0,0,0,0,0,0
14.95,6316,140,-1,-31.73,195,6647,6281.34,173.28,-1,-31.52,201.6,6610,0,0,0,0,0,0,0,0,0
15,6324,160,-1,-31.25,193.5,6656,6289.88,170.62,-1,-31.47,200.1,6620,0,0,0,0,0,0,0,0,0
15.05,6334,200,-1,-31.25,191.9,6666,6298.7,176.49,-1,-31.42,198.5,6630,0,0,0,0,0,0,0,0,0
15.1,6341,140,-1,-31.25,190.4,6676,6307.16,169.2,-1,-31.39,196.9,6640,0,0,0,0,0,0,0,0,0
15.15,6351,200,-1,-31.25,188.8,6685,6315.93,175.36,-1,-31.36,195.4,6650,0,0,0,0,0,0,0,0,0
15.2,6356,100,-0.9,-30.31,187.3,6694,6323.94,160.28,-1,-31.15,193.8,6660,0,0,0,0,0,0,0,0,0
15.25,6366,200,-1,-31.25,185.7,6704,6332.35,168.23,-1,-31.17,192.2,6670,0,0,0,0,0,0,0,0,0
15.3,6373,140,-1,-30.78,184.2,6713,6340.48,162.59,-1,-31.09,190.7,6679,0,0,0,0,0,0,0,0,0
15.35,6382,180,-0.9,-30.31,182.7,6722,6348.79,166.06,-1,-30.94,189.1,6689,0,0,0,0,0,0,0,0,0
15.4,6390,160,-0.9,-30.31,181.1,6731,6357.03,164.85,-1,-30.81,187.6,6698,0,0,0,0,0,0,0,0,0
15.45,6396,120,-1,-31.25,179.6,6740,6364.82,155.88,-1,-30.9,186.1,6707,0,0,0,0,0,0,0,0,0
15.5,6402,120,-1,-30.78,178,6749,6372.26,148.71,-1,-30.87,184.5,6717,0,0,0,0,0,0,0,0,0
15.55,6412,200,-1,-30.78,176.5,6758,6380.21,158.96,-1,-30.86,183,6726,0,0,0,0,0,0,0,0,0
15.6,6418,120,-1,-30.78,175,6767,6387.77,151.17,-1,-30.84,181.4,6735,0,0,0,0,0,0,0,0,0
15.65,6428,200,-1,-30.78,173.4,6776,6395.81,160.94,-1,-30.83,179.9,6744,0,0,0,0,0,0,0,0,0
15.7,6436,160,-0.9,-30.31,171.9,6784,6403.85,160.75,-1,-30.72,178.3,6753,0,0,0,0,0,0,0,0,0
15.75,6441,100,-1,-31.25,170.4,6793,6411.28,148.6,-1,-30.83,176.8,6762,0,0,0,0,0,0,0,0,0
15.8,6450,180,-0.9,-30.31,168.8,6801,6419.02,154.88,-1,-30.72,175.3,6771,0,0,0,0,0,0,0,0,0
15.85,6456,120,-0.9,-30.31,167.3,6810,6426.42,147.9,-1,-30.64,173.7,6779,0,0,0,0,0,0,0,0,0
15.9,6460,80,-0.9,-30.31,165.8,6818,6433.14,134.33,-0.9,-30.57,172.2,6788,0,0,0,0,0,0,0,0,0
15.95,6471,220,-0.9,-30.31,164.3,6826,6440.71,151.46,-0.9,-30.52,170.7,6797,0,0,0,0,0,0,0,0,0
16,6478,140,-0.9,-29.83,162.8,6834,6448.17,149.17,-0.9,-30.38,169.2,6805,0,0,0,0,0,0,0,0,0
16.05,6480,40,-0.9,-30.31,161.3,6843,6454.53,127.33,-0.9,-30.37,167.6,6813,0,0,0,0,0,0,0,0,0
16.1,6491,220,-1,-30.78,159.7,6851,6461.83,145.87,-0.9,-30.45,166.1,6822,0,0,0,0,0,0,0,0,0
16.15,6494,60,-0.9,-29.83,158.3,6859,6468.26,128.69,-0.9,-30.33,164.6,6830,0,0,0,0,0,0,0,0,0
16.2,6502,160,-0.9,-30.31,156.7,6866,6475.01,134.95,-0.9,-30.32,163.1,6838,0,0,0,0,0,0,0,0,0
16.25,6507,100,-0.9,-29.83,155.2,6874,6481.41,127.96,-0.9,-30.22,161.6,6846,0,0,0,0,0,0,0,0,0
16.3,6514,140,-0.9,-29.36,153.8,6882,6487.93,130.37,-0.9,-30.05,160.1,6854,0,0,0,0,0,0,0,0,0
16.35,6521,140,-0.9,-29.36,152.3,6890,6494.54,132.29,-0.9,-29.91,158.6,6862,0,0,0,0,0,0,0,0,0
16.4,6526,100,-0.9,-29.83,150.8,6897,6500.83,125.84,-0.9,-29.9,157.1,6870,0,0,0,0,0,0,0,0,0
16.45,6531,100,-0.9,-29.83,149.3,6905,6506.87,120.67,-0.9,-29.88,155.6,6878,0,0,0,0,0,0,0,0,0
16.5,6539,160,-0.9,-30.31,147.8,6912,6513.29,128.54,-0.9,-29.97,154.1,6886,0,0,0,0,0,0,0,0,0
16.55,6544,100,-0.9,-29.83,146.3,6919,6519.43,122.83,-0.9,-29.94,152.6,6893,0,0,0,0,0,0,0,0,0
16.6,6548,80,-0.9,-28.89,144.9,6927,6525.15,114.26,-0.9,-29.73,151.1,6901,0,0,0,0,0,0,0,0,0
16.65,6555,140,-0.9,-29.83,143.4,6934,6531.12,119.41,-0.9,-29.75,149.6,6909,0,0,0,0,0,0,0,0,0
16.7,6561,120,-0.9,-28.89,141.9,6941,6537.09,119.53,-0.9,-29.58,148.1,6916,0,0,0,0,0,0,0,0,0
16.75,6566,100,-0.9,-29.36,140.5,6948,6542.88,115.62,-0.9,-29.53,146.7,6923,0,0,0,0,0,0,0,0,0
16.8,6573,140,-0.9,-29.36,139,6955,6548.9,120.5,-0.9,-29.5,145.2,6931,0,0,0,0,0,0,0,0,0
16.85,6576,60,-0.9,-29.36,137.5,6962,6554.32,108.4,-0.9,-29.47,143.7,6938,0,0,0,0,0,0,0,0,0
16.9,6582,120,-0.9,-29.83,136,6969,6559.86,110.71,-0.9,-29.54,142.2,6945,0,0,0,0,0,0,0,0,0
16.95,6586,80,-0.9,-29.83,134.6,6976,6565.08,104.57,-0.9,-29.6,140.8,6952,0,0,0,0,0,0,0,0,0
17,6595,180,-0.9,-29.36,133.1,6982,6571.07,119.66,-0.9,-29.55,139.3,6959,0,0,0,0,0,0,0,0,0
17.05,6601,120,-0.9,-28.41,131.7,6989,6577.05,119.73,-0.9,-29.32,137.8,6966,0,0,0,0,0,0,0,0,0
17.1,6604,60,-0.9,-29.36,130.2,6995,6582.44,107.78,-0.9,-29.33,136.3,6973,0,0,0,0,0,0,0,0,0
17.15,6609,100,-0.9,-29.36,128.7,7002,6587.75,106.23,-0.9,-29.34,134.9,6980,0,0,0,0,0,0,0,0,0
17.2,6618,180,-0.9,-29.83,127.2,7008,6593.8,120.98,-0.9,-29.44,133.4,6986,0,0,0,0,0,0,0,0,0
17.25,6623,100,-0.9,-29.36,125.8,7015,6599.64,116.79,-0.9,-29.42,131.9,6993,0,0,0,0,0,0,0,0,0
17.3,6624,20,-0.9,-29.36,124.3,7021,6604.51,97.43,-0.9,-29.41,130.5,7000,0,0,0,0,0,0,0,0,0
17.35,6631,140,-0.9,-29.36,122.8,7027,6609.81,105.94,-0.9,-29.4,129,7006,0,0,0,0,0,0,0,0,0
17.4,6638,140,-0.9,-29.36,121.4,7033,6615.45,112.75,-0.9,-29.39,127.5,7013,0,0,0,0,0,0,0,0,0
17.45,6641,60,-0.9,-29.83,119.9,7039,6620.56,102.21,-0.9,-29.48,126.1,7019,0,0,0,0,0,0,0,0,0
17.5,6584,-1140,-0.9,-28.89,118.4,7045,6613.25,-146.24,-0.9,-29.36,124.6,7025,0,0,0,0,0,0,0,0,0
17.55,6590,120,-0.9,-29.36,117,7051,6608.6,-92.99,-0.9,-29.36,123.1,7031,0,0,0,0,0,0,0,0,0
17.6,6596,120,-0.9,-28.89,115.5,7057,6606.08,-50.39,-0.9,-29.26,121.7,7037,0,0,0,0,0,0,0,0,0
17.65,6599,60,-0.9,-28.89,114.1,7063,6604.66,-28.31,-0.9,-29.19,120.2,7043,0,0,0,0,0,0,0,0,0
17.7,6605,120,-0.9,-29.36,112.6,7068,6604.73,1.35,-0.9,-29.22,118.7,7049,0,0,0,0,0,0,0,0,0
17.75,6610,100,-0.9,-28.41,111.2,7074,6605.78,21.07,-0.9,-29.06,117.3,7055,0,0,0,0,0,0,0,0,0
17.8,6616,120,-0.9,-28.89,109.7,7079,6607.83,40.86,-0.9,-29.03,115.8,7061,0,0,0,0,0,0,0,0,0
17.85,6617,20,-0.9,-28.41,108.3,7085,6609.66,36.69,-0.9,-28.9,114.4,7067,0,0,0,0,0,0,0,0,0
17.9,6623,120,-0.9,-28.89,106.9,7090,6612.33,53.35,-0.9,-28.9,112.9,7073,0,0,0,0,0,0,0,0,0
17.95,6628,100,-0.9,-29.36,105.4,7096,6615.46,62.69,-0.9,-28.99,111.5,7078,0,0,0,0,0,0,0,0,0
18,6635,140,-0.9,-29.83,103.9,7101,6619.37,78.14,-0.9,-29.16,110,7084,0,0,0,0,0,0,0,0,0
18.05,6639,80,-0.9,-28.89,102.5,7106,6623.3,78.52,-0.9,-29.1,108.6,7089,0,0,0,0,0,0,0,0,0
18.1,6644,100,-0.9,-28.89,101,7111,6627.44,82.81,-0.9,-29.06,107.1,7095,0,0,0,0,0,0,0,0,0
18.15,6650,120,-0.9,-29.36,99.6,7116,6631.95,90.25,-0.9,-29.12,105.7,7100,0,0,0,0,0,0,0,0,0
18.2,6652,40,-0.9,-28.89,98.1,7121,6635.96,80.21,-0.9,-29.07,104.2,7105,0,0,0,0,0,0,0,0,0
18.25,6658,120,-0.9,-28.89,96.7,7126,6640.37,88.16,-0.9,-29.04,102.8,7110,0,0,0,0,0,0,0,0,0
18.3,6660,40,-0.9,-29.36,95.2,7131,6644.29,78.53,-0.9,-29.1,101.3,7115,0,0,0,0,0,0,0,0,0
18.35,6665,100,-0.9,-28.41,93.8,7135,6648.44,82.82,-0.9,-28.96,99.9,7121,0,0,0,0,0,0,0,0,0
18.4,6665,0,-0.9,-28.41,92.4,7140,6651.75,66.26,-0.9,-28.85,98.4,7125,0,0,0,0,0,0,0,0,0
18.45,6669,80,-0.9,-28.89,90.9,7145,6655.2,69,-0.9,-28.86,97,7130,0,0,0,0,0,0,0,0,0
18.5,6675,120,-0.9,-28.89,89.5,7149,6659.16,79.21,-0.9,-28.86,95.5,7135,0,0,0,0,0,0,0,0,0
18.55,6677,40,-0.9,-29.36,88,7154,6662.73,71.37,-0.9,-28.96,94.1,7140,0,0,0,0,0,0,0,0,0
18.6,6681,80,-0.9,-28.89,86.6,7158,6666.38,73.09,-0.9,-28.95,92.6,7145,0,0,0,0,0,0,0,0,0
18.65,6684,60,-0.9,-29.83,85.1,7162,6669.91,70.47,-0.9,-29.12,91.2,7149,0,0,0,0,0,0,0,0,0
18.7,6687,60,-0.9,-28.41,83.6,7166,6673.32,68.38,-0.9,-28.98,89.7,7154,0,0,0,0,0,0,0,0,0
18.75,6690,60,-0.9,-28.89,82.2,7171,6676.66,66.7,-0.9,-28.96,88.3,7158,0,0,0,0,0,0,0,0,0
18.8,6693,60,-0.9,-29.36,80.7,7175,6679.93,65.36,-0.9,-29.04,86.8,7163,0,0,0,0,0,0,0,0,0
18.85,6694,20,-0.9,-28.41,79.3,7179,6682.74,56.29,-0.9,-28.92,85.4,7167,0,0,0,0,0,0,0,0,0
18.9,6697,60,-0.9,-29.36,77.8,7183,6685.59,57.03,-0.9,-29,83.9,7171,0,0,0,0,0,0,0,0,0
18.95,6702,100,-0.9,-29.36,76.4,7186,6688.87,65.62,-0.9,-29.08,82.5,7175,0,0,0,0,0,0,0,0,0
19,6703,20,-0.9,-28.89,74.9,7190,6691.7,56.5,-0.9,-29.04,81,7179,0,0,0,0,0,0,0,0,0
19.05,6708,100,-0.9,-28.89,73.5,7194,6694.96,65.21,-0.9,-29.01,79.6,7183,0,0,0,0,0,0,0,0,0
19.1,6710,40,-0.9,-28.41,72.1,7198,6697.97,60.16,-0.9,-28.89,78.1,7187,0,0,0,0,0,0,0,0,0
19.15,6713,60,-0.9,-28.89,70.6,7201,6700.97,60.13,-0.9,-28.89,76.7,7191,0,0,0,0,0,0,0,0,0
19.2,6712,-20,-0.9,-28.89,69.2,7205,6703.18,44.1,-0.9,-28.89,75.2,7195,0,0,0,0,6712,0,0,0,0
19.25,6716,80,-0.9,-28.89,67.7,7208,6705.74,51.28,-0.9,-28.89,73.8,7199,0,0,0,0,0,0,0,0,0
19.3,6717,20,-0.9,-28.41,66.3,7211,6707.99,45.03,-0.9,-28.79,72.4,7202,0,0,0,0,0,0,0,0,0
19.35,6720,60,-0.9,-28.89,64.9,7215,6710.4,48.02,-0.9,-28.81,70.9,7206,0,0,0,0,0,0,0,0,0
19.4,6719,-20,-0.9,-28.89,63.4,7218,6712.12,34.41,-0.9,-28.83,69.5,7209,0,0,0,0,0,0,0,0,0
19.45,6724,100,-0.9,-28.89,62,7221,6714.49,47.54,-0.9,-28.84,68,7213,0,0,0,0,0,0,0,0,0
19.5,6722,-40,-0.9,-28.41,60.6,7224,6715.99,30.03,-0.9,-28.75,66.6,7216,0,0,0,0,0,0,0,0,0
19.55,6725,60,-0.9,-28.41,59.1,7227,6717.8,36.03,-0.9,-28.68,65.2,7219,0,0,0,0,0,0,0,0,0
19.6,6726,20,-0.9,-28.89,57.7,7230,6719.44,32.81,-0.9,-28.72,63.7,7223,0,0,0,0,0,0,0,0,0
19.65,6727,20,-0.9,-28.41,56.3,7233,6720.95,30.25,-0.9,-28.66,62.3,7226,0,0,0,0,0,0,0,0,0
19.7,6728,20,-0.9,-28.89,54.8,7236,6722.36,28.2,-0.9,-28.71,60.9,7229,0,0,0,0,0,6728,0,0,0
